Log file created at: 2021/07/22 00:19:33
Running on machine: gpu4
Binary: Built with gc go1.13.15 for linux/amd64
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0722 00:19:33.478568   23824 main.go:19]  "msg"="Celeste - DLT jobs scheduler"  "version"="0.0.1"
I0722 00:19:33.479773   23824 main.go:20]  "msg"="Starting service"  
I0722 00:19:33.486345   23824 placement_manager.go:65]  "msg"="Starting placement manager"  "scheduler"="default"
I0722 00:19:33.487074   23824 placement_manager.go:95]  "msg"="Started placement manager"  "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0722 00:19:33.487566   23824 jobmaster.go:82]  "msg"="Starting scheduler"  "gpuType"="default"
I0722 00:19:33.487683   23824 scheduler.go:124]  "msg"="Starting scheduler"  "scheduler"="default"
I0722 00:19:33.518284   23824 scheduler.go:432]  "msg"="Start watching mpijob"  "scheduler"="default"
I0722 00:19:43.237955   23824 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210722-121943"
I0722 00:19:43.238160   23824 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-22T00:19:33.487535798+08:00" "lastResched"="2021-07-22T00:19:33.487536061+08:00" "received"="2021-07-22T00:19:43.237247768+08:00" "scheduler"="default"
I0722 00:19:43.238928   23824 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0722 00:19:43.239005   23824 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
I0722 00:19:43.240482   23824 afsl.go:65]  "msg"="Finished scheduling"  "algorithm"="AFS-L" "freeGpu"=8 "result"={"tf2-keras-cifar10-inceptionv3-elastic-20210722-121943":4} "scheduler"="default"
I0722 00:19:43.240837   23824 scheduler.go:384]  "msg"="Trying to delete multiple training jobs"  "jobs"=[] "scheduler"="default"
I0722 00:19:43.241107   23824 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0722 00:19:43.241316   23824 scheduler.go:292]  "msg"="Trying to start multiple training jobs"  "jobs"=["tf2-keras-cifar10-inceptionv3-elastic-20210722-121943"] "scheduler"="default"
I0722 00:19:43.265038   23824 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
