Log file created at: 2021/07/21 22:28:16
Running on machine: gpu4
Binary: Built with gc go1.13.15 for linux/amd64
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0721 22:28:16.355801   25701 main.go:19]  "msg"="Celeste - DLT jobs scheduler"  "version"="0.0.1"
I0721 22:28:16.356711   25701 main.go:20]  "msg"="Starting service"  
I0721 22:28:16.360820   25701 placement_manager.go:65]  "msg"="Starting placement manager"  "scheduler"="default"
I0721 22:28:16.362591   25701 placement_manager.go:95]  "msg"="Started placement manager"  "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0721 22:28:16.363112   25701 jobmaster.go:82]  "msg"="Starting scheduler"  "gpuType"="default"
I0721 22:28:16.363208   25701 scheduler.go:124]  "msg"="Starting scheduler"  "scheduler"="default"
I0721 22:28:16.390955   25701 scheduler.go:432]  "msg"="Start watching mpijob"  "scheduler"="default"
I0721 22:28:23.147857   25701 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210721-102823"
I0721 22:28:23.148019   25701 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-21T22:28:16.363076467+08:00" "lastResched"="2021-07-21T22:28:16.363076767+08:00" "received"="2021-07-21T22:28:23.147054455+08:00" "scheduler"="default"
I0721 22:28:23.148749   25701 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0721 22:28:23.148846   25701 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
I0721 22:28:23.150593   25701 ffdl_optimizer.go:129]  "msg"="Finished scheduling"  "FreeGPU"=8 "algorithm"="FfDLOptimizer" "result"={"tf2-keras-cifar10-inceptionv3-elastic-20210721-102823":4} "scheduler"="default"
I0721 22:28:23.150911   25701 scheduler.go:384]  "msg"="Trying to delete multiple training jobs"  "jobs"=[] "scheduler"="default"
I0721 22:28:23.151243   25701 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0721 22:28:23.151575   25701 scheduler.go:292]  "msg"="Trying to start multiple training jobs"  "jobs"=["tf2-keras-cifar10-inceptionv3-elastic-20210721-102823"] "scheduler"="default"
I0721 22:28:23.173551   25701 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0721 22:28:23.175719   25701 placement_manager.go:166]  "msg"="Started job placements adjustment"  "scheduler"="default"
I0721 22:28:23.175828   25701 placement_manager.go:192]  "msg"="Releasing slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0721 22:28:23.175870   25701 placement_manager.go:250]  "msg"="Released slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0721 22:28:23.176354   25701 placement_manager.go:305]  "msg"="Found best-fit"  "crossNode"=0 "nodes"=[{},{},{}] "requests"=[{},{}] "scheduler"="default"
I0721 22:28:23.176710   25701 placement_manager.go:339]  "msg"="nodeStates updated"  "new"={"gpu3":{},"gpu4":{},"gpu5":{}} "old"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default" "score"=0
I0721 22:28:23.177037   25701 placement_manager.go:387]  "msg"="jobStates updated"  "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210721-102823":{}} "old"={} "scheduler"="default"
I0721 22:28:23.177383   25701 placement_manager.go:434]  "msg"="podNodeName updated"  "launchersToDelete"=0 "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210721-102823-worker-0":"gpu4","tf2-keras-cifar10-inceptionv3-elastic-20210721-102823-worker-1":"gpu4","tf2-keras-cifar10-inceptionv3-elastic-20210721-102823-worker-2":"gpu4","tf2-keras-cifar10-inceptionv3-elastic-20210721-102823-worker-3":"gpu4"} "old"={} "scheduler"="default" "workersToDelete"=0
I0721 22:28:23.177728   25701 placement_manager.go:183]  "msg"="Finished job placements adjustment"  "scheduler"="default"
I0721 22:28:23.178035   25701 scheduler.go:182]  "msg"="Finished resched"  "scheduler"="default"
