Log file created at: 2021/07/23 13:55:14
Running on machine: gpu4
Binary: Built with gc go1.13.15 for linux/amd64
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0723 13:55:14.707845   27140 main.go:19]  "msg"="Celeste - DLT jobs scheduler"  "version"="0.0.1"
I0723 13:55:14.708783   27140 main.go:20]  "msg"="Starting service"  
I0723 13:55:14.714284   27140 placement_manager.go:65]  "msg"="Starting placement manager"  "scheduler"="default"
I0723 13:55:14.716202   27140 placement_manager.go:95]  "msg"="Started placement manager"  "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 13:55:14.716824   27140 jobmaster.go:82]  "msg"="Starting scheduler"  "gpuType"="default"
I0723 13:55:14.716938   27140 scheduler.go:124]  "msg"="Starting scheduler"  "scheduler"="default"
I0723 13:55:14.750855   27140 scheduler.go:432]  "msg"="Start watching mpijob"  "scheduler"="default"
I0723 13:55:20.706341   27140 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210723-015520"
I0723 13:55:20.706537   27140 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-23T13:55:14.716776447+08:00" "lastResched"="2021-07-23T13:55:14.716776747+08:00" "received"="2021-07-23T13:55:20.705442457+08:00" "scheduler"="default"
I0723 13:55:20.707282   27140 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0723 13:55:20.707352   27140 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
I0723 13:55:20.709389   27140 ffdl_optimizer.go:129]  "msg"="Finished scheduling"  "FreeGPU"=8 "algorithm"="FfDLOptimizer" "result"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-015520":4} "scheduler"="default"
I0723 13:55:20.709701   27140 scheduler.go:384]  "msg"="Trying to delete multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 13:55:20.710061   27140 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 13:55:20.710462   27140 scheduler.go:292]  "msg"="Trying to start multiple training jobs"  "jobs"=["tf2-keras-cifar10-inceptionv3-elastic-20210723-015520"] "scheduler"="default"
I0723 13:55:20.735409   27140 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 13:55:20.737465   27140 placement_manager.go:166]  "msg"="Started job placements adjustment"  "scheduler"="default"
I0723 13:55:20.737562   27140 placement_manager.go:192]  "msg"="Releasing slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 13:55:20.737996   27140 placement_manager.go:250]  "msg"="Released slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 13:55:20.738614   27140 placement_manager.go:305]  "msg"="Found best-fit"  "crossNode"=0 "nodes"=[{},{},{}] "requests"=[{},{}] "scheduler"="default"
I0723 13:55:20.739361   27140 placement_manager.go:339]  "msg"="nodeStates updated"  "new"={"gpu3":{},"gpu4":{},"gpu5":{}} "old"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default" "score"=0
