Log file created at: 2021/07/23 16:25:43
Running on machine: gpu4
Binary: Built with gc go1.13.15 for linux/amd64
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0723 16:25:43.737560    7682 main.go:19]  "msg"="Celeste - DLT jobs scheduler"  "version"="0.0.1"
I0723 16:25:43.738332    7682 main.go:20]  "msg"="Starting service"  
I0723 16:25:43.742315    7682 placement_manager.go:65]  "msg"="Starting placement manager"  "scheduler"="default"
I0723 16:25:43.744359    7682 placement_manager.go:95]  "msg"="Started placement manager"  "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 16:25:43.744769    7682 jobmaster.go:82]  "msg"="Starting scheduler"  "gpuType"="default"
I0723 16:25:43.744860    7682 scheduler.go:124]  "msg"="Starting scheduler"  "scheduler"="default"
I0723 16:25:43.777063    7682 scheduler.go:432]  "msg"="Start watching mpijob"  "scheduler"="default"
I0723 16:25:50.279682    7682 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210723-042550"
I0723 16:25:50.279885    7682 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-23T16:25:43.744742515+08:00" "lastResched"="2021-07-23T16:25:43.744742708+08:00" "received"="2021-07-23T16:25:50.278749344+08:00" "scheduler"="default"
I0723 16:25:50.280692    7682 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0723 16:25:50.280788    7682 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
I0723 16:25:50.282910    7682 afsl.go:65]  "msg"="Finished scheduling"  "algorithm"="AFS-L" "freeGpu"=8 "result"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-042550":4} "scheduler"="default"
I0723 16:25:50.283318    7682 scheduler.go:384]  "msg"="Trying to delete multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 16:25:50.283757    7682 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 16:25:50.284186    7682 scheduler.go:292]  "msg"="Trying to start multiple training jobs"  "jobs"=["tf2-keras-cifar10-inceptionv3-elastic-20210723-042550"] "scheduler"="default"
I0723 16:25:50.305753    7682 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 16:25:50.307851    7682 placement_manager.go:166]  "msg"="Started job placements adjustment"  "scheduler"="default"
I0723 16:25:50.308007    7682 placement_manager.go:192]  "msg"="Releasing slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 16:25:50.308058    7682 placement_manager.go:250]  "msg"="Released slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 16:25:50.308452    7682 placement_manager.go:305]  "msg"="Found best-fit"  "crossNode"=0 "nodes"=[{},{},{}] "requests"=[{},{}] "scheduler"="default"
I0723 16:25:50.308770    7682 placement_manager.go:339]  "msg"="nodeStates updated"  "new"={"gpu3":{},"gpu4":{},"gpu5":{}} "old"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default" "score"=0
I0723 16:25:50.309006    7682 placement_manager.go:387]  "msg"="jobStates updated"  "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-042550":{}} "old"={} "scheduler"="default"
I0723 16:25:50.309243    7682 placement_manager.go:434]  "msg"="podNodeName updated"  "launchersToDelete"=0 "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-0":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-1":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-2":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-3":"gpu3"} "old"={} "scheduler"="default" "workersToDelete"=0
I0723 16:25:50.309481    7682 placement_manager.go:183]  "msg"="Finished job placements adjustment"  "scheduler"="default"
I0723 16:25:50.309720    7682 scheduler.go:182]  "msg"="Finished resched"  "scheduler"="default"
I0723 16:25:50.379360    7682 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-0" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
I0723 16:25:50.393416    7682 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-042550-worker-1" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
