Log file created at: 2021/07/23 04:14:43
Running on machine: gpu4
Binary: Built with gc go1.13.15 for linux/amd64
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0723 04:14:43.818104   16467 main.go:19]  "msg"="Celeste - DLT jobs scheduler"  "version"="0.0.1"
I0723 04:14:43.818925   16467 main.go:20]  "msg"="Starting service"  
I0723 04:14:43.824173   16467 placement_manager.go:65]  "msg"="Starting placement manager"  "scheduler"="default"
I0723 04:14:43.824875   16467 placement_manager.go:95]  "msg"="Started placement manager"  "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 04:14:43.825431   16467 jobmaster.go:82]  "msg"="Starting scheduler"  "gpuType"="default"
I0723 04:14:43.825521   16467 scheduler.go:124]  "msg"="Starting scheduler"  "scheduler"="default"
I0723 04:14:43.854955   16467 scheduler.go:432]  "msg"="Start watching mpijob"  "scheduler"="default"
I0723 04:15:09.201767   16467 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509"
I0723 04:15:09.201936   16467 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-23T04:14:43.825396063+08:00" "lastResched"="2021-07-23T04:14:43.825396369+08:00" "received"="2021-07-23T04:15:09.20101255+08:00" "scheduler"="default"
I0723 04:15:09.202567   16467 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0723 04:15:09.202638   16467 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
I0723 04:15:09.204518   16467 elastic_fifo.go:73]  "msg"="Finished scheduling"  "algorithm"="ElasticFIFO" "freeGpu"=8 "result"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-041509":4} "scheduler"="default"
I0723 04:15:09.204840   16467 scheduler.go:384]  "msg"="Trying to delete multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 04:15:09.205194   16467 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 04:15:09.205472   16467 scheduler.go:292]  "msg"="Trying to start multiple training jobs"  "jobs"=["tf2-keras-cifar10-inceptionv3-elastic-20210723-041509"] "scheduler"="default"
I0723 04:15:09.228439   16467 scheduler.go:342]  "msg"="Trying to scale multiple training jobs"  "jobs"=[] "scheduler"="default"
I0723 04:15:09.230129   16467 placement_manager.go:166]  "msg"="Started job placements adjustment"  "scheduler"="default"
I0723 04:15:09.230204   16467 placement_manager.go:192]  "msg"="Releasing slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 04:15:09.230231   16467 placement_manager.go:250]  "msg"="Released slots"  "jobs"={} "nodes"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default"
I0723 04:15:09.230598   16467 placement_manager.go:305]  "msg"="Found best-fit"  "crossNode"=0 "nodes"=[{},{},{}] "requests"=[{},{}] "scheduler"="default"
I0723 04:15:09.230921   16467 placement_manager.go:339]  "msg"="nodeStates updated"  "new"={"gpu3":{},"gpu4":{},"gpu5":{}} "old"={"gpu3":{},"gpu4":{},"gpu5":{}} "scheduler"="default" "score"=0
I0723 04:15:09.231295   16467 placement_manager.go:387]  "msg"="jobStates updated"  "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-041509":{}} "old"={} "scheduler"="default"
I0723 04:15:09.231603   16467 placement_manager.go:434]  "msg"="podNodeName updated"  "launchersToDelete"=0 "new"={"tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-0":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-1":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-2":"gpu3","tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-3":"gpu3"} "old"={} "scheduler"="default" "workersToDelete"=0
I0723 04:15:09.231901   16467 placement_manager.go:183]  "msg"="Finished job placements adjustment"  "scheduler"="default"
I0723 04:15:09.232172   16467 scheduler.go:182]  "msg"="Finished resched"  "scheduler"="default"
I0723 04:15:09.292243   16467 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-0" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
I0723 04:15:09.326355   16467 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-1" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
I0723 04:15:09.336067   16467 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-2" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
I0723 04:15:09.348321   16467 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-worker-3" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Equal","value":"gpu3","effect":"NoExecute"}
I0723 04:15:09.356849   16467 placement_manager.go:147]  "msg"="Adding toleration to pod"  "podName"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041509-launcher" "scheduler"="default" "toleration"={"key":"celeste/hostname","operator":"Exists","effect":"NoExecute"}
I0723 04:15:16.160753   16467 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-resnet50-elastic-20210723-041516"
I0723 04:15:16.160912   16467 scheduler.go:135]  "msg"="Received resched event, may be blocked because of rate limit"  "blockedUntil"="2021-07-23T04:17:09.232357379+08:00" "lastResched"="2021-07-23T04:15:09.232357379+08:00" "received"="2021-07-23T04:15:16.159976725+08:00" "scheduler"="default"
I0723 04:15:21.106337   16467 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-inceptionv3-elastic-20210723-041521"
I0723 04:15:51.128555   16467 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-vgg16-elastic-20210723-041551"
I0723 04:16:18.112123   16467 jobmaster.go:155]  "msg"="Training job created"  "job"="tf2-keras-cifar10-vgg16-elastic-20210723-041618"
I0723 04:17:09.232451   16467 scheduler.go:159]  "msg"="Started resched"  "scheduler"="default"
I0723 04:17:09.232537   16467 scheduler.go:193]  "msg"="Updating all jobs info"  "scheduler"="default"
